,Tn,Tx,Tavg,RH_avg,ff_x,ddd_x,ddd_car,bulan,RH_avg_5day,RH1,RH2,RH3,ff_x1,ff_x2,ff_x3,RR_avg5_day,RR1,RR2,RR3,RR
2457,25.2,32.4,27.7,83.0,3.0,160.0,1,6,84.2,83.0,82.0,85.0,5.0,6.0,6.0,14.07428571,17.59285714,17.59285714,17.59285714,17.59285714
2458,24.8,32.4,26.5,87.0,6.0,140.0,4,6,83.8,82.0,85.0,83.0,6.0,6.0,3.0,17.59285714,17.59285714,17.59285714,17.59285714,1.5
2459,24.68518519,31.0,27.5,86.0,4.0,130.0,4,6,84.0,85.0,83.0,87.0,6.0,3.0,6.0,14.37428571,17.59285714,17.59285714,1.5,8.5
2460,25.0,31.3,27.0,91.0,3.0,260.0,1,6,84.6,83.0,87.0,86.0,3.0,6.0,4.0,12.55571429,17.59285714,1.5,8.5,55.9
2461,25.0,31.0,27.4,88.0,5.0,130.0,4,6,86.4,87.0,86.0,91.0,6.0,4.0,3.0,20.21714286,1.5,8.5,55.9,21.8
2462,25.2,30.0,28.0,77.0,6.0,100.0,3,6,87.0,86.0,91.0,88.0,4.0,3.0,5.0,21.05857143,8.5,55.9,21.8,17.59285714
2463,24.4,29.4,26.4,79.0,4.0,100.0,4,6,85.8,91.0,88.0,77.0,3.0,5.0,6.0,21.05857143,55.9,21.8,17.59285714,0.1
2464,23.5,26.4,24.4,93.0,4.0,160.0,8,6,84.2,88.0,77.0,79.0,5.0,6.0,4.0,20.77857143,21.8,17.59285714,0.1,17.59285714
2465,22.8,30.396,25.8,85.0,4.0,110.0,3,6,85.6,77.0,79.0,93.0,6.0,4.0,4.0,22.59714286,17.59285714,0.1,17.59285714,48.5
2466,23.2,30.2,26.8,86.0,6.0,100.0,3,6,84.4,79.0,93.0,85.0,4.0,4.0,4.0,21.11714286,0.1,17.59285714,48.5,0.8
2467,24.0,31.2,27.3,88.0,7.0,100.0,3,6,84.0,93.0,85.0,86.0,4.0,4.0,6.0,16.91714286,17.59285714,48.5,0.8,17.59285714
2468,24.4,29.9,27.2,87.0,4.0,100.0,4,6,86.2,85.0,86.0,88.0,4.0,6.0,7.0,16.91714286,48.5,0.8,17.59285714,23.3
2469,25.0,29.9,26.3,90.0,5.0,120.0,1,6,87.8,86.0,88.0,87.0,6.0,7.0,4.0,21.55714286,0.8,17.59285714,23.3,0.1
2470,24.8,29.8,26.2,91.0,12.0,120.0,3,6,87.2,88.0,87.0,90.0,7.0,4.0,5.0,18.05857143,17.59285714,23.3,0.1,35.4
2471,24.2,29.6,26.7,88.0,9.0,80.0,3,6,88.4,87.0,90.0,91.0,4.0,5.0,12.0,15.43857143,23.3,0.1,35.4,44.4
2472,24.2,29.8,26.8,86.0,4.0,120.0,3,6,88.8,90.0,91.0,88.0,5.0,12.0,9.0,24.15857143,0.1,35.4,44.4,17.59285714
2473,25.2,30.0,26.9,84.0,7.0,120.0,3,6,88.4,91.0,88.0,86.0,12.0,9.0,4.0,24.15857143,35.4,44.4,17.59285714,0.3
2474,25.2,29.8,27.2,76.0,8.0,100.0,3,6,87.8,88.0,86.0,84.0,9.0,4.0,7.0,19.55857143,44.4,17.59285714,0.3,17.59285714
2475,24.8,29.9,26.4,81.0,5.0,100.0,1,6,85.0,86.0,84.0,76.0,4.0,7.0,8.0,23.05714286,17.59285714,0.3,17.59285714,17.59285714
2476,24.3,29.4,26.1,84.0,8.0,120.0,3,7,83.0,84.0,76.0,81.0,7.0,8.0,5.0,19.49571429,0.3,17.59285714,17.59285714,0.0
2477,24.4,29.5,27.2,82.0,7.0,130.0,3,7,82.2,76.0,81.0,84.0,8.0,5.0,8.0,10.61571429,17.59285714,17.59285714,0.0,4.3928571430000005
2478,23.93793103,28.8,26.8,82.0,7.0,130.0,3,7,81.4,81.0,84.0,82.0,5.0,8.0,7.0,7.9757142860000005,17.59285714,0.0,4.3928571430000005,4.3928571430000005
2479,24.4,29.5,26.8,81.0,6.0,110.0,3,7,81.0,84.0,82.0,82.0,8.0,7.0,7.0,8.794285713999999,0.0,4.3928571430000005,4.3928571430000005,0.0
2480,25.2,28.804000000000002,26.4,82.0,6.0,100.0,3,7,82.0,82.0,82.0,81.0,7.0,7.0,6.0,5.275714286,4.3928571430000005,4.3928571430000005,0.0,4.3928571430000005
2481,24.2,29.0,25.7,84.0,5.0,110.0,3,7,82.2,82.0,81.0,82.0,7.0,6.0,6.0,2.635714286,4.3928571430000005,0.0,4.3928571430000005,1.2
2482,23.0,28.7,25.3,83.0,7.0,100.0,3,7,82.2,81.0,82.0,84.0,6.0,6.0,5.0,2.8757142860000005,0.0,4.3928571430000005,1.2,0.4
2483,23.2,28.804000000000002,25.5,89.0,10.0,110.0,3,7,82.4,82.0,84.0,83.0,6.0,5.0,7.0,2.0771428569999997,4.3928571430000005,1.2,0.4,0.8
2484,23.6,28.4,25.0,89.0,5.0,90.0,3,7,83.8,84.0,83.0,89.0,5.0,7.0,10.0,1.3585714290000002,1.2,0.4,0.8,31.7
2485,23.6,28.3,25.2,87.0,7.0,120.0,3,7,85.4,83.0,89.0,89.0,7.0,10.0,5.0,7.698571428999999,0.4,0.8,31.7,3.4
2486,23.4,28.6,25.9,84.0,5.0,120.0,3,7,86.4,89.0,89.0,87.0,10.0,5.0,7.0,7.5,0.8,31.7,3.4,4.3928571430000005
2487,23.2,28.7,25.6,83.0,6.0,120.0,4,7,86.4,89.0,87.0,84.0,5.0,7.0,5.0,8.138571429,31.7,3.4,4.3928571430000005,0.3
2488,24.0,32.1,26.0,87.0,7.0,140.0,3,7,86.4,87.0,84.0,83.0,7.0,5.0,6.0,8.118571429,3.4,4.3928571430000005,0.3,1.2
2489,24.8,28.804000000000002,26.5,87.0,7.0,120.0,4,7,86.0,84.0,83.0,87.0,5.0,6.0,7.0,8.198571429,4.3928571430000005,0.3,1.2,4.6
2490,25.6,28.3,26.5,85.0,7.0,11.0,3,7,85.6,83.0,87.0,87.0,6.0,7.0,7.0,2.778571429,0.3,1.2,4.6,4.3928571430000005
2491,25.0,28.2,26.0,80.0,7.0,100.0,3,7,85.2,87.0,87.0,85.0,7.0,7.0,7.0,2.977142857,1.2,4.6,4.3928571430000005,4.3928571430000005
2492,22.0,28.804000000000002,24.7,81.0,7.0,110.0,3,7,84.4,87.0,85.0,80.0,7.0,7.0,7.0,2.977142857,4.6,4.3928571430000005,4.3928571430000005,4.3928571430000005
2493,22.5,28.2,25.9,84.0,5.0,130.0,3,7,84.0,85.0,80.0,81.0,7.0,7.0,7.0,3.7957142860000004,4.3928571430000005,4.3928571430000005,4.3928571430000005,4.3928571430000005
2494,23.4,28.5,25.4,89.0,6.0,120.0,3,7,83.4,80.0,81.0,84.0,7.0,7.0,5.0,4.434285714,4.3928571430000005,4.3928571430000005,4.3928571430000005,4.3928571430000005
2495,24.6,28.804000000000002,26.3,85.0,6.0,140.0,3,7,83.8,81.0,84.0,89.0,7.0,5.0,6.0,4.3928571430000005,4.3928571430000005,4.3928571430000005,4.3928571430000005,4.3928571430000005
2496,23.9,29.2,25.9,83.0,7.0,120.0,3,7,83.8,84.0,89.0,85.0,5.0,6.0,6.0,4.3928571430000005,4.3928571430000005,4.3928571430000005,4.3928571430000005,4.3928571430000005
2497,25.0,28.804000000000002,26.4,84.0,5.0,100.0,3,7,84.4,89.0,85.0,83.0,6.0,6.0,7.0,4.3928571430000005,4.3928571430000005,4.3928571430000005,4.3928571430000005,4.3928571430000005
2498,25.0,28.8,26.5,85.0,5.0,100.0,3,7,85.0,85.0,83.0,84.0,6.0,7.0,5.0,4.3928571430000005,4.3928571430000005,4.3928571430000005,4.3928571430000005,4.6
2499,23.5,28.4,25.8,78.0,6.0,110.0,3,7,85.2,83.0,84.0,85.0,7.0,5.0,5.0,4.434285714,4.3928571430000005,4.3928571430000005,4.6,4.3928571430000005
2500,22.0,28.2,25.5,79.0,7.0,90.0,3,7,83.0,84.0,85.0,78.0,5.0,5.0,6.0,4.434285714,4.3928571430000005,4.6,4.3928571430000005,4.3928571430000005
2501,23.93793103,28.8,24.4,89.0,5.0,120.0,4,7,81.8,85.0,78.0,79.0,5.0,6.0,7.0,4.434285714,4.6,4.3928571430000005,4.3928571430000005,4.3928571430000005
2502,22.8,28.5,26.1,83.0,7.0,130.0,3,7,83.0,78.0,79.0,89.0,6.0,7.0,5.0,4.434285714,4.3928571430000005,4.3928571430000005,4.3928571430000005,4.3928571430000005
2503,22.6,29.4,26.3,87.0,7.0,140.0,4,7,82.8,79.0,89.0,83.0,7.0,5.0,7.0,4.434285714,4.3928571430000005,4.3928571430000005,4.3928571430000005,1.6
2504,24.8,27.6,25.7,88.0,7.0,100.0,3,7,83.2,89.0,83.0,87.0,5.0,7.0,7.0,3.834285714,4.3928571430000005,4.3928571430000005,1.6,2.9
2505,25.0,28.5,26.3,86.0,6.0,100.0,3,7,85.2,83.0,87.0,88.0,7.0,7.0,7.0,3.535714286,4.3928571430000005,1.6,2.9,8.8
2506,25.2,28.5,26.3,80.0,6.0,100.0,4,7,86.6,87.0,88.0,86.0,7.0,7.0,6.0,4.417142857,1.6,2.9,8.8,4.3928571430000005
2507,24.7,29.3,27.4,82.0,6.0,120.0,4,10,84.8,88.0,86.0,80.0,7.0,6.0,6.0,4.417142857,2.9,8.8,4.3928571430000005,0.6
2508,25.2,29.2,27.0,81.0,4.0,130.0,4,10,84.6,86.0,80.0,82.0,6.0,6.0,6.0,3.6585714289999998,8.8,4.3928571430000005,0.6,22.03157895
2509,25.8,27.2,26.0,87.0,4.0,120.0,4,10,83.4,80.0,82.0,81.0,6.0,6.0,4.0,7.744887218,4.3928571430000005,0.6,22.03157895,22.03157895
2510,24.5,29.2,26.6,85.0,7.0,120.0,4,10,83.2,82.0,81.0,87.0,6.0,4.0,4.0,11.57120301,0.6,22.03157895,22.03157895,22.03157895
2511,24.3,29.4,26.8,88.0,6.0,120.0,3,10,83.0,81.0,87.0,85.0,4.0,4.0,7.0,14.217518799999999,22.03157895,22.03157895,22.03157895,22.03157895
2512,26.4,29.8,28.0,84.0,7.0,100.0,4,10,84.6,87.0,85.0,88.0,4.0,7.0,6.0,17.74526316,22.03157895,22.03157895,22.03157895,1.5
2513,24.888,24.4,25.8,95.0,7.0,120.0,1,10,85.0,85.0,88.0,84.0,7.0,6.0,7.0,17.92526316,22.03157895,22.03157895,1.5,22.03157895
2514,24.8,29.6,26.9,89.0,6.0,120.0,4,10,87.8,88.0,84.0,95.0,6.0,7.0,7.0,17.92526316,22.03157895,1.5,22.03157895,22.03157895
2515,24.8,29.05769231,27.4,85.0,6.0,120.0,4,10,88.2,84.0,95.0,89.0,7.0,7.0,6.0,17.92526316,1.5,22.03157895,22.03157895,1.8
2516,24.888,29.8,27.1,89.0,6.0,140.0,4,10,88.2,95.0,89.0,85.0,7.0,6.0,6.0,13.87894737,22.03157895,22.03157895,1.8,22.03157895
2517,24.888,28.9,27.7,92.0,4.0,100.0,3,10,88.4,89.0,85.0,89.0,6.0,6.0,6.0,13.87894737,22.03157895,1.8,22.03157895,22.03157895
2518,26.2,30.2,27.9,88.0,5.0,130.0,3,10,90.0,85.0,89.0,92.0,6.0,6.0,4.0,17.98526316,1.8,22.03157895,22.03157895,12.0
2519,24.888,30.2,28.0,84.0,7.0,120.0,4,10,88.6,89.0,92.0,88.0,6.0,4.0,5.0,15.97894737,22.03157895,22.03157895,12.0,22.03157895
2520,26.4,30.1,27.9,82.0,4.0,150.0,4,10,87.6,92.0,88.0,84.0,4.0,5.0,7.0,15.97894737,22.03157895,12.0,22.03157895,22.03157895
2521,25.2,30.0,27.4,84.0,4.0,140.0,4,10,87.0,88.0,84.0,82.0,5.0,7.0,4.0,20.02526316,12.0,22.03157895,22.03157895,11.7
2522,24.3,25.6,24.6,97.0,3.0,100.0,1,10,86.0,84.0,82.0,84.0,7.0,4.0,4.0,17.95894737,22.03157895,22.03157895,11.7,9.5
2523,23.2,28.0,25.4,90.0,5.0,120.0,3,10,87.0,82.0,84.0,97.0,4.0,4.0,3.0,15.45263158,22.03157895,11.7,9.5,179.6
2524,23.4,27.8,24.8,93.0,7.0,140.0,4,10,87.4,84.0,97.0,90.0,4.0,3.0,5.0,48.97263158,11.7,9.5,179.6,61.8
2525,24.888,27.6,28.0,80.0,5.0,120.0,4,10,89.2,97.0,90.0,93.0,3.0,5.0,7.0,56.92631579,9.5,179.6,61.8,22.03157895
2526,24.8,29.05769231,26.9,83.0,4.0,110.0,4,10,88.8,90.0,93.0,80.0,5.0,7.0,5.0,56.92631579,179.6,61.8,22.03157895,0.0
2527,24.5,29.05769231,27.7,81.0,6.0,140.0,4,10,88.6,93.0,80.0,83.0,7.0,5.0,4.0,54.58631579,61.8,22.03157895,0.0,15.1
2528,25.0,29.05769231,27.8,76.0,5.0,160.0,4,10,85.4,80.0,83.0,81.0,5.0,4.0,6.0,55.70631579,22.03157895,0.0,15.1,0.2
2529,26.4,30.6,28.5,73.0,4.0,120.0,5,10,82.6,83.0,81.0,76.0,4.0,6.0,5.0,19.82631579,0.0,15.1,0.2,22.03157895
2530,25.0,30.4,27.0,85.0,4.0,130.0,4,10,78.6,81.0,76.0,73.0,6.0,5.0,4.0,11.87263158,15.1,0.2,22.03157895,9.4
2531,25.2,30.0,26.8,86.0,4.0,140.0,1,10,79.6,76.0,73.0,85.0,5.0,4.0,4.0,9.346315789,0.2,22.03157895,9.4,0.5
2532,24.8,29.05769231,26.7,87.0,4.0,100.0,1,10,80.2,73.0,85.0,86.0,4.0,4.0,4.0,9.446315789,22.03157895,9.4,0.5,5.3
2533,24.6,30.0,26.6,84.0,3.0,110.0,1,10,81.4,85.0,86.0,87.0,4.0,4.0,4.0,7.486315789,9.4,0.5,5.3,1.4
2534,24.6,30.0,25.9,91.0,3.0,100.0,1,10,83.0,86.0,87.0,84.0,4.0,4.0,3.0,7.726315789,0.5,5.3,1.4,19.0
2535,24.5,28.8,26.1,89.0,3.0,150.0,3,10,86.6,87.0,84.0,91.0,4.0,3.0,3.0,7.12,5.3,1.4,19.0,26.9
2536,23.6,29.0,25.7,92.0,5.0,150.0,4,10,87.4,84.0,91.0,89.0,3.0,3.0,3.0,10.62,1.4,19.0,26.9,51.3
2537,24.888,30.4,27.9,80.0,4.0,130.0,4,10,88.6,91.0,89.0,92.0,3.0,3.0,5.0,20.78,19.0,26.9,51.3,11.0
2538,23.5,30.2,26.5,82.0,4.0,150.0,1,11,87.2,89.0,92.0,80.0,3.0,5.0,4.0,21.92,26.9,51.3,11.0,16.51111111
2539,25.0,30.37222222,27.5,82.0,3.0,160.0,1,11,86.8,92.0,80.0,82.0,5.0,4.0,4.0,24.94222222,51.3,11.0,16.51111111,16.51111111
2540,25.8,30.37222222,29.0,78.0,3.0,140.0,4,11,85.0,80.0,82.0,82.0,4.0,4.0,3.0,24.44444444,11.0,16.51111111,16.51111111,16.51111111
2541,24.6,31.2,26.7,88.0,3.0,110.0,1,11,82.8,82.0,82.0,78.0,4.0,3.0,3.0,22.36666667,16.51111111,16.51111111,16.51111111,32.4
2542,24.6,30.37222222,27.7,83.0,3.0,140.0,4,11,82.0,82.0,78.0,88.0,3.0,3.0,3.0,18.58666667,16.51111111,16.51111111,32.4,45.5
2543,25.0,30.37222222,28.3,81.0,4.0,150.0,1,11,82.6,78.0,88.0,83.0,3.0,3.0,3.0,25.48666667,16.51111111,32.4,45.5,16.51111111
2544,24.631999999999998,32.2,27.6,87.0,4.0,310.0,1,11,82.4,88.0,83.0,81.0,3.0,3.0,4.0,25.48666667,32.4,45.5,16.51111111,16.51111111
2545,25.0,31.5,27.4,84.0,5.0,60.0,1,11,83.4,83.0,81.0,87.0,3.0,4.0,4.0,25.48666667,45.5,16.51111111,16.51111111,10.5
2546,24.6,32.0,27.3,83.0,4.0,120.0,1,11,84.6,81.0,87.0,84.0,4.0,4.0,5.0,24.28444444,16.51111111,16.51111111,10.5,16.51111111
2547,24.5,31.6,27.3,84.86206897,3.0,150.0,1,11,83.6,87.0,84.0,83.0,4.0,5.0,4.0,21.10666667,16.51111111,10.5,16.51111111,16.51111111
2548,24.8,30.37222222,28.0,84.0,5.0,140.0,4,11,83.97241379,84.0,83.0,84.86206897,5.0,4.0,3.0,15.30888889,10.5,16.51111111,16.51111111,16.51111111
2549,25.4,30.8,27.2,86.0,4.0,150.0,1,11,84.57241379,83.0,84.86206897,84.0,4.0,3.0,5.0,15.30888889,16.51111111,16.51111111,16.51111111,1.2
2550,24.7,29.6,27.0,83.0,4.0,70.0,1,11,84.37241379,84.86206897,84.0,86.0,3.0,5.0,4.0,12.24666667,16.51111111,16.51111111,1.2,6.1
2551,23.6,31.0,29.4,84.0,4.0,140.0,1,11,84.17241379,84.0,86.0,83.0,5.0,4.0,4.0,11.36666667,16.51111111,1.2,6.1,2.5
2552,24.2,30.2,26.9,86.0,3.0,230.0,1,11,84.37241379,86.0,83.0,84.0,4.0,4.0,4.0,8.564444444,1.2,6.1,2.5,26.5
2553,24.631999999999998,30.2,27.0,87.0,4.0,160.0,8,11,84.6,83.0,84.0,86.0,4.0,4.0,3.0,10.56222222,6.1,2.5,26.5,16.51111111
2554,24.631999999999998,30.37222222,27.7,82.0,3.0,170.0,1,11,85.2,84.0,86.0,87.0,4.0,3.0,4.0,10.56222222,2.5,26.5,16.51111111,16.51111111
2555,24.4,30.37222222,27.6,83.0,4.0,130.0,1,11,84.4,86.0,87.0,82.0,3.0,4.0,3.0,13.62444444,26.5,16.51111111,16.51111111,35.0
2556,24.8,28.0,25.2,93.0,2.0,300.0,1,11,84.4,87.0,82.0,83.0,4.0,3.0,4.0,19.40444444,16.51111111,16.51111111,35.0,9.5
2557,24.2,30.37222222,26.6,86.0,4.0,250.0,1,11,86.2,82.0,83.0,93.0,3.0,4.0,2.0,20.80444444,16.51111111,35.0,9.5,27.2
2558,24.9,30.37222222,26.2,89.0,3.0,150.0,1,11,86.2,83.0,93.0,86.0,4.0,2.0,4.0,20.94444444,35.0,9.5,27.2,4.0
2559,24.8,30.8,26.9,88.0,3.0,220.0,1,11,86.6,93.0,86.0,89.0,2.0,4.0,3.0,18.44222222,9.5,27.2,4.0,16.51111111
2560,24.8,30.37222222,27.0,87.0,4.0,220.0,6,11,87.8,86.0,89.0,88.0,4.0,3.0,3.0,18.44222222,27.2,4.0,16.51111111,30.7
2561,25.0,30.4,27.1,87.0,3.0,250.0,7,11,88.6,89.0,88.0,87.0,3.0,3.0,4.0,17.58222222,4.0,16.51111111,30.7,16.51111111
2562,24.631999999999998,28.2,25.5,88.0,4.0,270.0,7,11,87.4,88.0,87.0,87.0,3.0,4.0,3.0,18.98444444,16.51111111,30.7,16.51111111,29.9
2563,24.0,30.2,27.0,82.0,5.0,260.0,7,11,87.8,87.0,87.0,88.0,4.0,3.0,4.0,19.52444444,30.7,16.51111111,29.9,8.3
2564,24.2,29.6,26.3,87.0,5.0,260.0,7,11,86.4,87.0,88.0,82.0,3.0,4.0,5.0,20.38444444,16.51111111,29.9,8.3,19.5
2565,24.2,30.37222222,28.0,85.0,6.0,250.0,7,11,86.2,88.0,82.0,87.0,4.0,5.0,5.0,20.98222222,29.9,8.3,19.5,4.6
2566,25.2,30.37222222,27.5,84.0,7.0,280.0,1,11,85.8,82.0,87.0,85.0,5.0,5.0,6.0,15.76222222,8.3,19.5,4.6,0.3
2567,24.631999999999998,29.0,27.1,82.0,4.0,10.0,1,11,85.2,87.0,85.0,84.0,5.0,6.0,7.0,12.52,19.5,4.6,0.3,3.5
2568,25.5,28.2,26.7,86.0,7.0,260.0,7,12,84.0,85.0,84.0,82.0,6.0,7.0,4.0,7.24,4.6,0.3,3.5,2.8
2569,25.4,30.5,27.3,80.0,6.0,250.0,1,12,84.8,84.0,82.0,86.0,7.0,4.0,7.0,6.14,0.3,3.5,2.8,4.1
2570,24.0,33.0,28.1,77.0,4.0,230.0,6,12,83.4,82.0,86.0,80.0,4.0,7.0,6.0,3.06,3.5,2.8,4.1,16.99047619
2571,25.2,30.4,29.3,76.0,5.0,220.0,1,12,81.8,86.0,80.0,77.0,7.0,6.0,4.0,5.5380952379999995,2.8,4.1,16.99047619,0.0
2572,25.18076923,33.0,28.8,76.0,5.0,230.0,1,12,80.2,80.0,77.0,76.0,6.0,4.0,5.0,5.478095238,4.1,16.99047619,0.0,16.99047619
2573,25.6,31.10384615,28.7,77.0,4.0,220.0,1,12,79.0,77.0,76.0,76.0,4.0,5.0,5.0,8.176190476,16.99047619,0.0,16.99047619,16.99047619
2574,26.0,32.8,28.9,77.0,6.0,180.0,7,12,77.2,76.0,76.0,77.0,5.0,5.0,4.0,11.01428571,0.0,16.99047619,16.99047619,16.99047619
2575,26.1,32.4,28.2,80.0,5.0,230.0,1,12,76.6,76.0,77.0,77.0,5.0,4.0,6.0,13.59238095,16.99047619,16.99047619,16.99047619,16.99047619
2576,26.3,32.0,28.4,82.0,4.0,220.0,1,12,77.2,77.0,77.0,80.0,4.0,6.0,5.0,13.59238095,16.99047619,16.99047619,16.99047619,1.8
2577,25.18076923,28.8,25.5,93.0,3.0,270.0,1,12,78.4,77.0,80.0,82.0,6.0,5.0,4.0,13.95238095,16.99047619,16.99047619,1.8,28.1
2578,24.8,27.6,25.9,92.0,4.0,290.0,1,12,81.8,80.0,82.0,93.0,5.0,4.0,3.0,16.17428571,16.99047619,1.8,28.1,57.5
2579,24.8,28.8,26.2,88.0,3.0,30.0,1,12,84.8,82.0,93.0,92.0,4.0,3.0,4.0,24.27619048,1.8,28.1,57.5,30.0
2580,24.5,28.8,25.5,90.0,3.0,190.0,1,12,87.0,93.0,92.0,88.0,3.0,4.0,3.0,26.87809524,28.1,57.5,30.0,0.5
2581,24.2,29.4,26.6,84.0,2.0,160.0,1,12,89.0,92.0,88.0,90.0,4.0,3.0,3.0,23.58,57.5,30.0,0.5,16.99047619
2582,24.8,31.10384615,27.0,85.0,3.0,200.0,1,12,89.4,88.0,90.0,84.0,3.0,3.0,2.0,26.61809524,30.0,0.5,16.99047619,4.0
2583,24.4,31.8,27.6,82.0,3.0,200.0,1,12,87.8,90.0,84.0,85.0,3.0,2.0,3.0,21.79809524,0.5,16.99047619,4.0,0.0
2584,25.18076923,32.0,27.5,81.0,7.0,220.0,1,12,85.8,84.0,85.0,82.0,2.0,3.0,3.0,10.29809524,16.99047619,4.0,0.0,7.4
2585,25.0,32.2,27.6,80.0,5.0,260.0,1,12,84.4,85.0,82.0,81.0,3.0,3.0,7.0,5.778095238,4.0,0.0,7.4,0.0
2586,24.0,31.7,26.7,86.0,7.0,230.0,1,12,82.4,82.0,81.0,80.0,3.0,7.0,5.0,5.678095237999999,0.0,7.4,0.0,35.7
2587,25.18076923,30.6,25.5,92.0,3.0,130.0,1,12,82.8,81.0,80.0,86.0,7.0,5.0,7.0,9.42,7.4,0.0,35.7,15.3
2588,26.1,32.0,27.5,84.0,5.0,220.0,1,12,84.2,80.0,86.0,92.0,5.0,7.0,3.0,11.68,0.0,35.7,15.3,26.1
2589,25.18076923,32.0,26.5,84.0,3.0,230.0,1,12,84.6,86.0,92.0,84.0,7.0,3.0,5.0,16.9,35.7,15.3,26.1,63.3
2590,24.8,31.2,27.4,79.0,4.0,220.0,1,12,85.2,92.0,84.0,84.0,3.0,5.0,3.0,28.08,15.3,26.1,63.3,16.99047619
2591,25.0,31.8,28.1,75.0,6.0,240.0,1,12,85.0,84.0,84.0,79.0,5.0,3.0,4.0,31.47809524,26.1,63.3,16.99047619,16.99047619
2592,25.0,32.4,28.6,75.0,7.0,240.0,7,12,82.8,84.0,79.0,75.0,3.0,4.0,6.0,27.73619048,63.3,16.99047619,16.99047619,2.5
2593,25.6,33.2,29.0,76.0,5.0,240.0,1,12,79.4,79.0,75.0,75.0,4.0,6.0,7.0,25.17619048,16.99047619,16.99047619,2.5,16.99047619
2594,25.2,31.10384615,27.5,81.0,4.0,250.0,7,12,77.8,75.0,75.0,76.0,6.0,7.0,5.0,23.35428571,16.99047619,2.5,16.99047619,68.5
2595,25.8,31.10384615,27.7,85.0,3.0,240.0,7,12,77.2,75.0,76.0,81.0,7.0,5.0,4.0,24.39428571,2.5,16.99047619,68.5,0.7
2596,25.8,31.10384615,28.3,82.0,4.0,150.0,1,12,78.4,76.0,81.0,85.0,5.0,4.0,3.0,21.13619048,16.99047619,68.5,0.7,0.0
2597,26.0,30.1,27.4,84.0,3.0,120.0,1,12,79.8,81.0,85.0,82.0,4.0,3.0,4.0,17.73809524,68.5,0.7,0.0,8.5
2598,24.8,32.0,27.9,84.0,7.0,180.0,1,12,81.6,85.0,82.0,84.0,3.0,4.0,3.0,18.93809524,0.7,0.0,8.5,16.99047619
2599,25.2,31.17727273,28.3,79.0,4.0,220.0,6,1,83.2,82.0,84.0,84.0,4.0,3.0,7.0,18.93809524,0.0,8.5,16.99047619,19.61875
2600,23.6,31.17727273,26.1,89.0,3.0,250.0,1,1,82.8,84.0,84.0,79.0,3.0,7.0,4.0,9.161845238,8.5,16.99047619,19.61875,144.7
2601,24.2,31.8,28.0,80.0,3.0,240.0,1,1,83.6,84.0,79.0,89.0,7.0,4.0,3.0,37.96184524,16.99047619,19.61875,144.7,19.61875
2602,24.2,30.0,26.4,91.0,5.0,250.0,1,1,83.2,79.0,89.0,80.0,4.0,3.0,3.0,41.88559524,19.61875,144.7,19.61875,19.61875
2603,25.4,29.0,26.7,87.0,10.0,250.0,7,1,84.6,89.0,80.0,91.0,3.0,3.0,5.0,44.10934524,144.7,19.61875,19.61875,25.4
2604,24.8,30.2,27.0,82.0,6.0,230.0,1,1,85.2,80.0,91.0,87.0,3.0,5.0,10.0,45.79125,19.61875,19.61875,25.4,5.1
2605,25.0,31.17727273,26.8,87.0,3.0,270.0,1,1,85.8,91.0,87.0,82.0,5.0,10.0,6.0,42.8875,19.61875,25.4,5.1,15.8
2606,24.6,31.8,27.2,83.0,5.0,230.0,1,1,85.4,87.0,82.0,87.0,10.0,6.0,3.0,17.1075,25.4,5.1,15.8,0.0
2607,25.0,27.2,27.4,85.0,3.0,350.0,1,1,86.0,82.0,87.0,83.0,6.0,3.0,5.0,13.18375,5.1,15.8,0.0,19.61875
2608,25.0,31.17727273,27.0,90.0,9.0,230.0,1,1,84.8,87.0,83.0,85.0,3.0,5.0,3.0,13.18375,15.8,0.0,19.61875,13.9
2609,24.2,31.5,27.5,82.0,8.0,230.0,1,1,85.4,83.0,85.0,90.0,5.0,3.0,9.0,10.88375,0.0,19.61875,13.9,46.7
2610,24.6,29.0,27.8,81.0,3.0,130.0,1,1,85.4,85.0,90.0,82.0,3.0,9.0,8.0,19.20375,19.61875,13.9,46.7,5.0
2611,25.6,31.17727273,28.8,74.0,6.0,250.0,7,1,84.2,90.0,82.0,81.0,9.0,8.0,3.0,17.04375,13.9,46.7,5.0,19.61875
2612,24.0,32.8,27.8,78.0,6.0,270.0,7,1,82.4,82.0,81.0,74.0,8.0,3.0,6.0,20.9675,46.7,5.0,19.61875,22.0
2613,24.5,32.6,27.7,79.0,5.0,250.0,7,1,81.0,81.0,74.0,78.0,3.0,6.0,6.0,21.44375,5.0,19.61875,22.0,19.61875
2614,25.6,31.17727273,27.2,84.0,10.0,200.0,1,1,78.8,74.0,78.0,79.0,6.0,6.0,5.0,22.5875,19.61875,22.0,19.61875,19.61875
2615,24.7962963,32.2,30.5,66.0,6.0,260.0,1,1,79.2,78.0,79.0,84.0,6.0,5.0,10.0,17.17125,22.0,19.61875,19.61875,19.61875
2616,24.8,31.17727273,27.7,84.0,4.0,220.0,1,1,76.2,79.0,84.0,66.0,5.0,10.0,6.0,20.095,19.61875,19.61875,19.61875,0.0
2617,24.7962963,31.8,27.6,80.0,8.0,250.0,7,1,78.2,84.0,66.0,84.0,10.0,6.0,4.0,16.17125,19.61875,19.61875,0.0,10.1
